sbj,stm,rt,key,pos,uhnd,hndns,eye,sex,age,edu
8101003551,10.bmp,0.768437,w,2,l,r,r,m,25,3
8101003551,80.bmp,0.6381216,w,2,l,r,r,m,25,3
8101003551,0.bmp,0.8163626,w,8,l,r,r,m,25,3
8101003551,40.bmp,0.6646681,w,1,l,r,r,m,25,3
8101003551,50.bmp,2.5576668,w,1,l,r,r,m,25,3
8101003551,40.bmp,2.7239243,w,10,l,r,r,m,25,3
8101003551,0.bmp,0.7588865,w,9,l,r,r,m,25,3
8101003551,80.bmp,0.7469589,w,11,l,r,r,m,25,3
8101003551,30.bmp,5.0119822,w,11,l,r,r,m,25,3
8101003551,40.bmp,0.6217604,w,13,l,r,r,m,25,3
8101003551,80.bmp,0.7921709,w,9,l,r,r,m,25,3
8101003551,30.bmp,0.7696538,w,4,l,r,r,m,25,3
8101003551,10.bmp,0.8445024,w,4,l,r,r,m,25,3
8101003551,50.bmp,0.8417508,w,4,l,r,r,m,25,3
8101003551,10.bmp,0.5102234,w,3,l,r,r,m,25,3
8101003551,30.bmp,0.4311569,w,12,l,r,r,m,25,3
8101003551,60.bmp,0.4314327,w,9,l,r,r,m,25,3
8101003551,80.bmp,1.6244647,w,4,l,r,r,m,25,3
8101003551,70.bmp,0.8261106,w,10,l,r,r,m,25,3
8101003551,60.bmp,0.5568227,w,12,l,r,r,m,25,3
8101003551,80.bmp,0.7344204,w,12,l,r,r,m,25,3
8101003551,20.bmp,0.521819,w,8,l,r,r,m,25,3
8101003551,80.bmp,0.5507594,w,10,l,r,r,m,25,3
8101003551,0.bmp,0.5662325,w,6,l,r,r,m,25,3
8101003551,20.bmp,0.2932646,w,5,l,r,r,m,25,3
8101003551,20.bmp,0.2588326,w,12,l,r,r,m,25,3
8101003551,80.bmp,0.3228365,w,6,l,r,r,m,25,3
8101003551,80.bmp,0.2833017,w,9,l,r,r,m,25,3
8101003551,40.bmp,0.688026,w,8,l,r,r,m,25,3
8101003551,10.bmp,0.4345346,w,7,l,r,r,m,25,3
8101003551,80.bmp,1.4141799,w,7,l,r,r,m,25,3
8101003551,0.bmp,1.7185032,w,2,l,r,r,m,25,3
8101003551,10.bmp,1.0963187,w,2,l,r,r,m,25,3
8101003551,40.bmp,1.1323582,w,5,l,r,r,m,25,3
8101003551,60.bmp,0.6162625,w,2,l,r,r,m,25,3
8101003551,60.bmp,0.5914116,w,3,l,r,r,m,25,3
8101003551,40.bmp,0.6869576,w,10,l,r,r,m,25,3
8101003551,60.bmp,0.5691069,w,1,l,r,r,m,25,3
8101003551,50.bmp,0.6328063,w,10,l,r,r,m,25,3
8101003551,20.bmp,0.5404236,w,9,l,r,r,m,25,3
8101003551,10.bmp,0.6536792,w,1,l,r,r,m,25,3
8101003551,30.bmp,0.7055826,w,10,l,r,r,m,25,3
8101003551,80.bmp,0.6064489,w,8,l,r,r,m,25,3
8101003551,70.bmp,0.529963,w,1,l,r,r,m,25,3
8101003551,20.bmp,0.704802,w,6,l,r,r,m,25,3
8101003551,70.bmp,0.6833441,w,13,l,r,r,m,25,3
8101003551,10.bmp,0.5614969,w,5,l,r,r,m,25,3
8101003551,80.bmp,4.2878879,w,4,l,r,r,m,25,3
8101003551,0.bmp,1.900789,w,8,l,r,r,m,25,3
8101003551,0.bmp,0.7209404,w,1,l,r,r,m,25,3
8101003551,40.bmp,0.8208593,w,2,l,r,r,m,25,3
8101003551,50.bmp,1.5820214,w,1,l,r,r,m,25,3
8101003551,0.bmp,0.9018453,w,13,l,r,r,m,25,3
8101003551,30.bmp,1.0121013,w,5,l,r,r,m,25,3
8101003551,60.bmp,0.6638336,w,13,l,r,r,m,25,3
8101003551,40.bmp,1.6532555,w,12,l,r,r,m,25,3
8101003551,30.bmp,0.6993666,w,8,l,r,r,m,25,3
8101003551,10.bmp,3.2629224,w,9,l,r,r,m,25,3
8101003551,80.bmp,0.6435304,w,13,l,r,r,m,25,3
8101003551,50.bmp,2.3301881,w,7,l,r,r,m,25,3
8101003551,20.bmp,0.5439388,w,7,l,r,r,m,25,3
8101003551,0.bmp,0.5876453,w,9,l,r,r,m,25,3
8101003551,20.bmp,0.7271923,w,11,l,r,r,m,25,3
8101003551,10.bmp,1.8533212,w,6,l,r,r,m,25,3
8101003551,0.bmp,0.637912,w,3,l,r,r,m,25,3
8101003551,80.bmp,0.779097,w,11,l,r,r,m,25,3
8101003551,80.bmp,1.2683374,w,5,l,r,r,m,25,3
8101003551,40.bmp,0.6553307,w,11,l,r,r,m,25,3
8101003551,50.bmp,0.563511,w,13,l,r,r,m,25,3
8101003551,70.bmp,0.4695288,w,7,l,r,r,m,25,3
8101003551,10.bmp,0.4328903,w,3,l,r,r,m,25,3
8101003551,50.bmp,0.5594524,w,12,l,r,r,m,25,3
8101003551,40.bmp,0.4222824,w,4,l,r,r,m,25,3
8101003551,50.bmp,0.4035043,w,6,l,r,r,m,25,3
8101003551,40.bmp,1.0278246,w,13,l,r,r,m,25,3
8101003551,70.bmp,0.3902721,w,6,l,r,r,m,25,3
8101003551,60.bmp,0.4071756,w,9,l,r,r,m,25,3
8101003551,30.bmp,1.1104642,w,3,l,r,r,m,25,3
8101003551,80.bmp,0.4292066,w,1,l,r,r,m,25,3
8101003551,30.bmp,0.4444302,w,1,l,r,r,m,25,3
8101003551,20.bmp,0.5356102,w,4,l,r,r,m,25,3
8101003551,30.bmp,0.4042067,w,2,l,r,r,m,25,3
8101003551,30.bmp,0.3464689,w,13,l,r,r,m,25,3
8101003551,70.bmp,0.4063309,w,8,l,r,r,m,25,3
8101003551,20.bmp,0.5499435,w,3,l,r,r,m,25,3
8101003551,40.bmp,0.4461831,w,7,l,r,r,m,25,3
8101003551,10.bmp,0.3913954,w,8,l,r,r,m,25,3
8101003551,10.bmp,0.4268248,w,4,l,r,r,m,25,3
8101003551,40.bmp,0.3336377,w,3,l,r,r,m,25,3
8101003551,70.bmp,0.4024672,w,12,l,r,r,m,25,3
