stm,pos,size,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loopR.thisRepN,loopR.thisTrialN,loopR.thisN,loopR.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,Hello.started,Hello.stopped,key_r.started,key_r.stopped,key_gr.started,key_gr.stopped,key_esc_r.keys,key_esc_r.rt,key_esc_r.started,key_esc_r.stopped,fix_right.started,fix_right.stopped,face_r.started,face_r.stopped,key_sel_r.keys,key_sel_r.rt,key_sel_r.started,key_sel_r.stopped,key_l.started,key_l.stopped,key_gl.started,key_gl.stopped,key_esc_l.keys,key_esc_l.rt,key_esc_l.started,key_esc_l.stopped,fix_left.started,fix_left.stopped,face_l.started,face_l.stopped,key_sel_l.keys,key_sel_l.rt,key_sel_l.started,key_sel_l.stopped,bye.started,bye.stopped,sbj,hndns,eye,age,edu,sex,date,expName,psychopyVersion,frameRate,
80.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,35,152,112,,,,,,,,,,,,,,,1740.2425578000257,None,1740.7421371999662,1740.791723900009,p,0.4318718999857083,1740.7421371999662,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-1.74, 3)","(3.49, 3.49)",2,0,2,0,1,36,153,68,,,,,,,,,,,,,,,1741.1913464999525,None,1741.6913369999966,1741.7408831999637,p,1.109718699939549,1741.6913369999966,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,37,154,62,,,,,,,,,,,,,,,1742.8236109999707,None,1743.3231235999847,1743.372667000047,p,0.5811178999720141,1743.3231235999847,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,38,155,88,,,,,,,,,,,,,,,1743.9221075000241,None,1744.4218539999565,1744.471960499999,p,0.5024598999880254,1744.4218539999565,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,39,156,47,,,,,,,,,,,,,,,1744.9544783999445,None,1745.4546716000186,1745.5044201000128,p,0.5124227000633255,1745.4546716000186,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(0, 0)","(2.18, 2.18)",2,0,2,0,1,40,157,104,,,,,,,,,,,,,,,1745.9868612999562,None,1746.48708979995,1746.5369925999548,p,0.5681898000184447,1746.48708979995,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,41,158,83,,,,,,,,,,,,,,,1747.0864545999793,None,1747.5860763000092,1747.6359861999517,p,0.5078635000390932,1747.5860763000092,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(1.74, -3)","(3.49, 3.49)",2,0,2,0,1,42,159,84,,,,,,,,,,,,,,,1748.1184772000415,None,1748.6182197999442,1748.6679932000116,p,0.49555590003728867,1748.6182197999442,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(1.74, -3)","(3.49, 3.49)",2,0,2,0,1,43,160,45,,,,,,,,,,,,,,,1749.1341397999786,None,1749.6342863000464,1749.6841022999724,p,0.6122646000003442,1749.6342863000464,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(3.49, 0)","(3.49, 3.49)",2,0,2,0,1,44,161,79,,,,,,,,,,,,,,,1750.2667532999767,None,1750.766452300013,1750.8164797000354,p,0.5397495999932289,1750.766452300013,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,45,162,90,,,,,,,,,,,,,,,1751.3327163000358,None,1751.832201299956,1751.8820356000215,p,0.9239822999807075,1751.832201299956,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,46,163,116,,,,,,,,,,,,,,,1752.781160500017,None,1753.280965999933,1753.3308435999788,o,0.9489201999967918,1753.280965999933,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(0, -6.11)","(5.24, 5.24)",2,0,2,0,1,47,164,76,,,,,,,,,,,,,,,1754.2466529000085,None,1754.7462193999672,1754.7961586000165,o,0.6777296999935061,1754.7462193999672,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,48,165,74,,,,,,,,,,,,,,,1755.4459019999485,None,1755.9453328000382,1755.995075999992,o,0.9757690000114962,1755.9453328000382,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-1.74, 3)","(3.49, 3.49)",2,0,2,0,1,49,166,3,,,,,,,,,,,,,,,1756.9446518999757,None,1757.4437450999394,1757.494068400003,p,0.7161056000040844,1757.4437450999394,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,50,167,48,,,,,,,,,,,,,,,1758.1763163999422,None,1758.6762565999525,1758.726107000024,p,0.6100863999454305,1758.6762565999525,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,51,168,46,,,,,,,,,,,,,,,1759.3085477999412,None,1759.8085472999373,1759.8583737999434,p,0.5451576999621466,1759.8085472999373,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(0, -6.11)","(5.24, 5.24)",2,0,2,0,1,52,169,89,,,,,,,,,,,,,,,1760.3745496999472,None,1760.8744442999596,1760.9241152999457,p,0.7293487000279129,1760.8744442999596,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,53,170,18,,,,,,,,,,,,,,,1761.6235328000039,None,1762.12316009996,1762.1731870999793,p,0.6065191000234336,1762.12316009996,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(1.74, -3)","(3.49, 3.49)",2,0,2,0,1,54,171,58,,,,,,,,,,,,,,,1762.7558957999572,None,1763.2554613000248,1763.3053292999975,o,0.6996292000403628,1763.2554613000248,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,55,172,70,,,,,,,,,,,,,,,1763.9714608000359,None,1764.4711069000186,1764.520927799982,p,0.5732991000404581,1764.4711069000186,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(3.49, 0)","(3.49, 3.49)",2,0,2,0,1,56,173,14,,,,,,,,,,,,,,,1765.0704919999698,None,1765.5702130999416,1765.6198520000326,p,0.5379783000098541,1765.5702130999416,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-1.74, 3)","(3.49, 3.49)",2,0,2,0,1,57,174,55,,,,,,,,,,,,,,,1766.1362872000318,None,1766.636044700048,1766.685746800038,o,0.7839052999624982,1766.636044700048,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,58,175,109,,,,,,,,,,,,,,,1767.4518307000399,None,1767.9513891999377,1768.0012319999514,p,0.5330614999402314,1767.9513891999377,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,59,176,99,,,,,,,,,,,,,,,1768.5009107999504,None,1769.0004826999502,1769.0503184000263,p,0.5721132999751717,1769.0004826999502,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,60,177,12,,,,,,,,,,,,,,,1769.6001138000283,None,1770.0995257999748,1770.1496533999452,p,0.5771039000246674,1770.0995257999748,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(0, 0)","(2.18, 2.18)",2,0,2,0,1,61,178,26,,,,,,,,,,,,,,,1770.699134800001,None,1771.198632100015,1771.2484786999412,p,0.6557041999185458,1771.198632100015,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(0, 0)","(2.18, 2.18)",2,0,2,0,1,62,179,52,,,,,,,,,,,,,,,1771.8813705999637,None,1772.3810677999863,1772.4311273000203,p,0.5354821999790147,1772.3810677999863,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,63,180,20,,,,,,,,,,,,,,,1772.9470786999445,None,1773.4468047999544,1773.4966789999744,p,0.5961624999763444,1773.4468047999544,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,64,181,60,,,,,,,,,,,,,,,1774.0626284000464,None,1774.562310899957,1774.6121762000257,p,0.5277407000539824,1774.562310899957,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(-1.74, 3)","(3.49, 3.49)",2,0,2,0,1,65,182,29,,,,,,,,,,,,,,,1775.1119531999575,None,1775.6117074999493,1775.6612995000323,p,0.6266184999840334,1775.6117074999493,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,66,183,77,,,,,,,,,,,,,,,1776.2610487999627,None,1776.760324700037,1776.8104301999556,p,0.45944920007605106,1776.760324700037,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-1.74, 3)","(3.49, 3.49)",2,0,2,0,1,67,184,94,,,,,,,,,,,,,,,1777.243249699939,None,1777.7430176000344,1777.7929449999938,p,0.5023913000477478,1777.7430176000344,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,68,185,7,,,,,,,,,,,,,,,1778.275577399996,None,1778.775220099953,1778.825112599996,p,0.5309740999946371,1778.775220099953,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(1.74, 3)","(3.49, 3.49)",2,0,2,0,1,69,186,2,,,,,,,,,,,,,,,1779.3245078000473,None,1779.8243801000062,1779.8741800000425,p,0.4344245999818668,1779.8243801000062,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,70,187,111,,,,,,,,,,,,,,,1780.2906457999488,None,1780.7905580999795,1780.8403272000141,p,0.7114117000019178,1780.7905580999795,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,71,188,33,,,,,,,,,,,,,,,1781.523148600012,None,1782.0228993999772,1782.072440500022,p,0.4452086000237614,1782.0228993999772,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,72,189,22,,,,,,,,,,,,,,,1782.4887965000235,None,1782.9887663000263,1783.0386075000279,p,0.5948838000185788,1782.9887663000263,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,73,190,8,,,,,,,,,,,,,,,1783.6043273999821,None,1784.1041193000274,1784.153724599979,p,0.48276650009211153,1784.1041193000274,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,74,191,21,,,,,,,,,,,,,,,1784.6037844000384,None,1785.1031692000106,1785.1529886999633,p,0.6664890999672934,1785.1031692000106,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,75,192,23,,,,,,,,,,,,,,,1785.802635799977,None,1786.3021618999774,1786.3522174999816,p,0.6326030000345781,1786.3021618999774,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(1.74, -3)","(3.49, 3.49)",2,0,2,0,1,76,193,97,,,,,,,,,,,,,,,1786.9517342000036,None,1787.4512227999512,1787.501046499936,o,0.8190319000277668,1787.4512227999512,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,77,194,4,,,,,,,,,,,,,,,1788.3003401999595,None,1788.799861800042,1788.8496959999902,p,0.6922008000547066,1788.799861800042,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,78,195,82,,,,,,,,,,,,,,,1789.5156281000236,None,1790.0153995000292,1790.065169199952,p,0.973794599995017,1790.0153995000292,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,79,196,69,,,,,,,,,,,,,,,1791.014321799972,None,1791.514150999952,1791.5639491999755,o,0.7232508000452071,1791.514150999952,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(1.74, 3)","(3.49, 3.49)",2,0,2,0,1,80,197,93,,,,,,,,,,,,,,,1792.263523499947,None,1792.763629999943,1792.8134823000291,p,0.4827686999924481,1792.763629999943,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,81,198,96,,,,,,,,,,,,,,,1793.2626952000428,None,1793.7620258999523,1793.8118451000191,p,0.7227728000143543,1793.7620258999523,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,82,199,64,,,,,,,,,,,,,,,1794.5112434999319,None,1795.0114215000067,1795.061315299943,p,0.6649242000421509,1795.0114215000067,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,83,200,30,,,,,,,,,,,,,,,1795.6938236999558,None,1796.193428699975,1796.2433958000038,p,0.5377798000117764,1796.193428699975,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(1.74, -3)","(3.49, 3.49)",2,0,2,0,1,84,201,19,,,,,,,,,,,,,,,1796.7596905999817,None,1797.2594202000182,1797.3092372999527,p,0.7436946000671014,1797.2594202000182,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,85,202,34,,,,,,,,,,,,,,,1798.0251268999418,None,1798.5249996000202,1798.5748442000477,p,0.5244935000082478,1798.5249996000202,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, 0)","(2.18, 2.18)",2,0,2,0,1,86,203,13,,,,,,,,,,,,,,,1799.0742275000084,None,1799.573655199958,1799.6239931000164,p,0.6686656000092626,1799.573655199958,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,87,204,10,,,,,,,,,,,,,,,1800.2733828999335,None,1800.7727679000236,1800.8226251000306,p,0.4911897999700159,1800.7727679000236,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(0, 0)","(2.18, 2.18)",2,0,2,0,1,88,205,91,,,,,,,,,,,,,,,1801.2888505000155,None,1801.788685000036,1801.8385395000223,o,0.6621944999787956,1801.788685000036,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,89,206,44,,,,,,,,,,,,,,,1802.4713459999766,None,1802.9709714000346,1803.0207882999675,p,0.7084647000301629,1802.9709714000346,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,90,207,43,,,,,,,,,,,,,,,1803.7036774000153,None,1804.2031548999948,1804.2530091999797,p,1.1823459001025185,1804.2031548999948,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(0, 6.11)","(5.24, 5.24)",2,0,2,0,1,91,208,86,,,,,,,,,,,,,,,1805.4022878999822,None,1805.9019748000428,1805.951854599989,p,0.6317073999671265,1805.9019748000428,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(3.49, 0)","(3.49, 3.49)",2,0,2,0,1,92,209,27,,,,,,,,,,,,,,,1806.5513788999524,None,1807.0507739000022,1807.1005281000398,p,0.5001496000913903,1807.0507739000022,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(1.74, 3)","(3.49, 3.49)",2,0,2,0,1,93,210,106,,,,,,,,,,,,,,,1807.583438499947,None,1808.0832930000033,1808.1331122999545,p,0.45021639997139573,1808.0832930000033,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,94,211,51,,,,,,,,,,,,,,,1808.5661482999567,None,1809.0655821999535,1809.1154176000273,p,0.6639012999366969,1809.0655821999535,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(-5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,95,212,113,,,,,,,,,,,,,,,1809.7482231999747,None,1810.2481849000324,1810.2975675000343,p,0.5595460999757051,1810.2481849000324,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, -6.11)","(5.24, 5.24)",2,0,2,0,1,96,213,24,,,,,,,,,,,,,,,1810.8306018000003,None,1811.3303946999367,1811.3799484999618,p,0.7764523000223562,1811.3303946999367,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(0, -6.11)","(5.24, 5.24)",2,0,2,0,1,97,214,37,,,,,,,,,,,,,,,1812.1297226999886,None,1812.6293117000023,1812.6790660000406,p,0.9451298000058159,1812.6293117000023,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,98,215,95,,,,,,,,,,,,,,,1813.5947730999906,None,1814.094992700033,1814.1448305000085,p,0.6470332999015227,1814.094992700033,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-1.74, -3)","(3.49, 3.49)",2,0,2,0,1,99,216,57,,,,,,,,,,,,,,,1814.7604286000133,None,1815.2602655999362,1815.3099629000062,p,0.6568271999713033,1815.2602655999362,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(3.49, 0)","(3.49, 3.49)",2,0,2,0,1,100,217,40,,,,,,,,,,,,,,,1815.9428570000455,None,1816.442429699935,1816.492346700048,p,0.6569035000866279,1816.442429699935,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-3.49, 0)","(3.49, 3.49)",2,0,2,0,1,101,218,56,,,,,,,,,,,,,,,1817.1254377999576,None,1817.624864900019,1817.6747263999423,p,0.49009409989230335,1817.624864900019,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(3.49, 0)","(3.49, 3.49)",2,0,2,0,1,102,219,66,,,,,,,,,,,,,,,1818.1408822999801,None,1818.6407330000075,1818.6904044999974,p,0.4938909999327734,1818.6407330000075,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(5.25, 3.05)","(5.24, 5.24)",2,0,2,0,1,103,220,72,,,,,,,,,,,,,,,1819.1566152999876,None,1819.6565853999928,1819.7063439999474,p,0.718023799941875,1819.6565853999928,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,104,221,101,,,,,,,,,,,,,,,1820.4057401999598,None,1820.9054542999947,1820.9549932000227,p,0.623828399926424,1820.9054542999947,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(5.25, -3.05)","(5.24, 5.24)",2,0,2,0,1,105,222,38,,,,,,,,,,,,,,,1821.554698599968,None,1822.0543387000216,1822.1041218000464,o,0.8094734000042081,1822.0543387000216,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(1.74, 3)","(3.49, 3.49)",2,0,2,0,1,106,223,41,,,,,,,,,,,,,,,1822.8867322000442,None,1823.3864612999605,1823.4362818000372,o,0.9889386999420822,1823.3864612999605,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-1.74, 3)","(3.49, 3.49)",2,0,2,0,1,107,224,16,,,,,,,,,,,,,,,1824.402007699944,None,1824.9016546999337,1824.9517367000226,p,0.6253068000078201,1824.9016546999337,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
