1.8777 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
306.4577 	EXP 	fix_right: autoDraw = False
306.4577 	EXP 	fix_right: autoDraw = False
306.4577 	EXP 	face_r: image = '70.bmp'
306.4577 	EXP 	face_r: autoDraw = True
306.5074 	EXP 	face_r: autoDraw = False
307.2252 	EXP 	New trial (rep=0, index=32): {'stm': '60.bmp', 'pos': (0, 6.11), 'size': (5.24, 5.24)}
307.2264 	DATA 	Keypress: p
307.2404 	EXP 	face_r: autoDraw = False
307.2404 	EXP 	fix_right: autoDraw = True
307.7399 	EXP 	fix_right: autoDraw = False
307.7399 	EXP 	fix_right: autoDraw = False
307.7399 	EXP 	face_r: image = '60.bmp'
307.7399 	EXP 	face_r: autoDraw = True
307.7896 	EXP 	face_r: autoDraw = False
308.7741 	EXP 	New trial (rep=0, index=33): {'stm': '30.bmp', 'pos': (3.49, 0), 'size': (3.49, 3.49)}
308.7757 	DATA 	Keypress: p
308.7892 	EXP 	face_r: autoDraw = False
308.7892 	EXP 	fix_right: autoDraw = True
309.2888 	EXP 	fix_right: autoDraw = False
309.2888 	EXP 	fix_right: autoDraw = False
309.2888 	EXP 	face_r: image = '30.bmp'
309.2888 	EXP 	face_r: autoDraw = True
309.3386 	EXP 	face_r: autoDraw = False
311.8708 	EXP 	New trial (rep=0, index=34): {'stm': '80.bmp', 'pos': (0, 0), 'size': (2.18, 2.18)}
311.8720 	DATA 	Keypress: p
311.8862 	EXP 	face_r: autoDraw = False
311.8862 	EXP 	fix_right: autoDraw = True
312.3859 	EXP 	fix_right: autoDraw = False
312.3859 	EXP 	fix_right: autoDraw = False
312.3859 	EXP 	face_r: image = '80.bmp'
312.3859 	EXP 	face_r: autoDraw = True
312.4355 	EXP 	face_r: autoDraw = False
313.5528 	EXP 	New trial (rep=0, index=35): {'stm': '70.bmp', 'pos': (-5.25, -3.05), 'size': (5.24, 5.24)}
313.5541 	DATA 	Keypress: o
