stm,pos,size,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loopR.thisRepN,loopR.thisTrialN,loopR.thisN,loopR.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,Hello.started,Hello.stopped,key_r.started,key_r.stopped,key_gr.started,key_gr.stopped,key_esc_r.keys,key_esc_r.rt,key_esc_r.started,key_esc_r.stopped,fix_right.started,fix_right.stopped,face_r.started,face_r.stopped,key_sel_r.keys,key_sel_r.rt,key_sel_r.started,key_sel_r.stopped,key_l.started,key_l.stopped,key_gl.started,key_gl.stopped,key_esc_l.keys,key_esc_l.rt,key_esc_l.started,key_esc_l.stopped,fix_left.started,fix_left.stopped,face_l.started,face_l.stopped,key_sel_l.keys,key_sel_l.rt,key_sel_l.started,key_sel_l.stopped,bye.started,bye.stopped,sbj,hndns,eye,age,edu,date,expName,psychopyVersion,frameRate,uhnd
60.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,72,72,89,,,,,,,,,,,,,,,,,,,,,,,,,,,613.6509957,None,614.1508125,614.2006424,w,0.9261501,614.1508125,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,73,73,11,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0998212,None,615.5994383,615.6493509,w,0.7205376,615.5994383,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,74,74,94,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3488829,None,616.8482382,616.8981442,w,1.839125,616.8482382,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,0,75,75,96,,,,,,,,,,,,,,,,,,,,,,,,,,,618.7133449,None,619.2130644,619.2629094,q,0.8740705,619.2130644,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,76,76,85,,,,,,,,,,,,,,,,,,,,,,,,,,,620.111961,None,620.6118986,620.6617041,w,0.5667164,620.6118986,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,77,77,47,,,,,,,,,,,,,,,,,,,,,,,,,,,621.210971,None,621.7106971,621.7605103,w,0.8078172,621.7106971,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,0,78,78,18,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5430035,None,623.0430198,623.092959,w,0.6917859,623.0430198,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,79,79,34,,,,,,,,,,,,,,,,,,,,,,,,,,,623.7589504,None,624.2587948,624.308543,w,0.5558057,624.2587948,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,0,80,80,58,,,,,,,,,,,,,,,,,,,,,,,,,,,624.841122,None,625.3408619,625.3907472,w,0.5686899,625.3408619,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,0,81,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,625.9400725,None,626.439828,626.4897049,w,0.7353559,626.439828,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,82,82,51,,,,,,,,,,,,,,,,,,,,,,,,,,,627.2056562,None,627.705276,627.7551275,w,0.630279,627.705276,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,83,83,74,,,,,,,,,,,,,,,,,,,,,,,,,,,628.35479,None,628.8546719,628.9046595,w,0.8746424,628.8546719,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,84,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,629.753469,None,630.2535469,630.3033366,w,0.5370992,630.2535469,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,85,85,81,,,,,,,,,,,,,,,,,,,,,,,,,,,630.8194227,None,631.3192126,631.3690855,w,0.8389313,631.3192126,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,86,86,35,,,,,,,,,,,,,,,,,,,,,,,,,,,632.1848367,None,632.6842985,632.7340754,w,0.8428231,632.6842985,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,0,87,87,83,,,,,,,,,,,,,,,,,,,,,,,,,,,633.5506122,None,634.0503884,634.1002174,w,1.46556,634.0503884,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,88,88,73,,,,,,,,,,,,,,,,,,,,,,,,,,,635.5487846,None,636.0482266,636.0981343,w,5.3207494,636.0482266,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,0,89,89,92,,,,,,,,,,,,,,,,,,,,,,,,,,,641.393667,None,641.8933636,641.9432143,w,1.0717069,641.8933636,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,90,90,98,,,,,,,,,,,,,,,,,,,,,,,,,,,642.9924834,None,643.4918665,643.5416464,w,0.6422007,643.4918665,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,0,91,91,79,,,,,,,,,,,,,,,,,,,,,,,,,,,644.1578689,None,644.6575808,644.7074731,w,0.4933357,644.6575808,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,92,92,55,,,,,,,,,,,,,,,,,,,,,,,,,,,645.1734976,None,645.6731888,645.7230625,w,0.4991611,645.6731888,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,0,93,93,71,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1892285,None,646.6890854,646.7390805,w,0.5635102,646.6890854,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,94,94,10,,,,,,,,,,,,,,,,,,,,,,,,,,,647.2716798,None,647.7714063,647.8212851,w,0.5101326,647.7714063,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,0,95,95,108,,,,,,,,,,,,,,,,,,,,,,,,,,,648.3041179,None,648.8041587,648.8536668,w,4.279269,648.8041587,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,96,96,113,,,,,,,,,,,,,,,,,,,,,,,,,,,653.1002238,None,653.5998597,653.6498623,w,1.0329371,653.5998597,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,97,97,76,,,,,,,,,,,,,,,,,,,,,,,,,,,654.6653578,None,655.1651854,655.2151329,w,0.6390155,655.1651854,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,98,98,41,,,,,,,,,,,,,,,,,,,,,,,,,,,655.8310987,None,656.3305093,656.3803161,w,3.1463684,656.3305093,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,0,99,99,14,,,,,,,,,,,,,,,,,,,,,,,,,,,659.494675,None,659.994364,660.044241,w,0.768437,659.994364,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,0,100,100,105,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7932841,None,661.2931067,661.3430366,w,0.6381216,661.2931067,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,101,101,7,,,,,,,,,,,,,,,,,,,,,,,,,,,661.9589033,None,662.4583452,662.5081604,w,0.8163626,662.4583452,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,0,102,102,52,,,,,,,,,,,,,,,,,,,,,,,,,,,663.2910724,None,663.7909138,663.8406009,w,0.6646681,663.7909138,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,0,103,103,65,,,,,,,,,,,,,,,,,,,,,,,,,,,664.4734747,None,664.9732747,665.0230526,w,2.5576668,664.9732747,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,104,104,61,,,,,,,,,,,,,,,,,,,,,,,,,,,667.5540643,None,668.0536828,668.1034358,w,2.7239243,668.0536828,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,105,105,8,,,,,,,,,,,,,,,,,,,,,,,,,,,670.8012701,None,671.3011331,671.3506146,w,0.7588865,671.3011331,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,106,106,114,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0836842,None,672.5828605,672.6326551,w,0.7469589,672.5828605,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,107,107,49,,,,,,,,,,,,,,,,,,,,,,,,,,,673.3488654,None,673.848633,673.8985093,w,5.0119822,673.848633,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,0,108,108,64,,,,,,,,,,,,,,,,,,,,,,,,,,,678.8774002,None,679.3773434,679.4271254,w,0.6217604,679.3773434,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,109,109,112,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0264662,None,680.5264607,680.576181,w,0.7921709,680.5264607,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,110,110,42,,,,,,,,,,,,,,,,,,,,,,,,,,,681.3422689,None,681.8417691,681.8916159,w,0.7696538,681.8417691,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,111,111,16,,,,,,,,,,,,,,,,,,,,,,,,,,,682.640621,None,683.1406863,683.1902761,w,0.8445024,683.1406863,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,112,112,68,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0064211,None,684.5060334,684.555851,w,0.8417508,684.5060334,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,113,113,15,,,,,,,,,,,,,,,,,,,,,,,,,,,685.3720119,None,685.871967,685.9216284,w,0.5102234,685.871967,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,114,114,50,,,,,,,,,,,,,,,,,,,,,,,,,,,686.4044903,None,686.9038844,686.9540922,w,0.4311569,686.9038844,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,0,115,115,86,,,,,,,,,,,,,,,,,,,,,,,,,,,687.3536313,None,687.8532996,687.9029447,w,0.4314327,687.8532996,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,0,116,116,107,,,,,,,,,,,,,,,,,,,,,,,,,,,688.302593,None,688.80217,688.8520426,w,1.6244647,688.80217,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,0,117,100,,,,,,,,,,,,,,,,,,,,,,,,,,,690.4509672,None,690.950562,691.0003209,w,0.8261106,690.950562,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,1,118,89,,,,,,,,,,,,,,,,,,,,,,,,,,,691.7996357,None,692.2992999,692.3488741,w,0.5568227,692.2992999,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,2,119,115,,,,,,,,,,,,,,,,,,,,,,,,,,,692.8819455,None,693.381913,693.4314613,w,0.7344204,693.381913,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,3,120,33,,,,,,,,,,,,,,,,,,,,,,,,,,,694.1473017,None,694.64721,694.6970806,w,0.521819,694.64721,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,4,121,113,,,,,,,,,,,,,,,,,,,,,,,,,,,695.1970577,None,695.712832,695.7631212,w,0.5507594,695.712832,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,5,122,5,,,,,,,,,,,,,,,,,,,,,,,,,,,696.2953638,None,696.795391,696.8450092,w,0.5662325,696.795391,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,6,123,30,,,,,,,,,,,,,,,,,,,,,,,,,,,697.3949781,None,697.8943555,697.9441513,w,0.2932646,697.8943555,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(0, -6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,7,124,37,,,,,,,,,,,,,,,,,,,,,,,,,,,698.2110496,None,698.7103485,698.7602106,w,0.2588326,698.7103485,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,8,125,109,,,,,,,,,,,,,,,,,,,,,,,,,,,698.9933573,None,699.4930569,699.5429618,w,0.3228365,699.4930569,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,9,126,112,,,,,,,,,,,,,,,,,,,,,,,,,,,699.8425547,None,700.3422677,700.392256,w,0.2833017,700.3422677,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,10,127,59,,,,,,,,,,,,,,,,,,,,,,,,,,,700.6422183,None,701.1414673,701.1915115,w,0.688026,701.1414673,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,11,128,19,,,,,,,,,,,,,,,,,,,,,,,,,,,701.8577084,None,702.3568981,702.406764,w,0.4345346,702.3568981,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,12,129,110,,,,,,,,,,,,,,,,,,,,,,,,,,,702.8230669,None,703.3232363,703.3727869,w,1.4141799,703.3232363,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,13,130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,704.7552459,None,705.2547911,705.3045623,w,1.7185032,705.2547911,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,14,131,14,,,,,,,,,,,,,,,,,,,,,,,,,,,707.0031729,None,707.5026589,707.5528136,w,1.0963187,707.5026589,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,15,132,56,,,,,,,,,,,,,,,,,,,,,,,,,,,708.6182325,None,709.1183136,709.1681474,w,1.1323582,709.1183136,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,16,133,79,,,,,,,,,,,,,,,,,,,,,,,,,,,710.2669646,None,710.766674,710.8164934,w,0.6162625,710.766674,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,17,134,80,,,,,,,,,,,,,,,,,,,,,,,,,,,711.399183,None,711.8990341,711.9489414,w,0.5914116,711.8990341,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,18,135,61,,,,,,,,,,,,,,,,,,,,,,,,,,,712.5146081,None,713.0148562,713.0647841,w,0.6869576,713.0148562,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,19,136,78,,,,,,,,,,,,,,,,,,,,,,,,,,,713.7303455,None,714.2299124,714.2803989,w,0.5691069,714.2299124,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,20,137,74,,,,,,,,,,,,,,,,,,,,,,,,,,,714.8295376,None,715.3296126,715.3794999,w,0.6328063,715.3296126,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,21,138,34,,,,,,,,,,,,,,,,,,,,,,,,,,,715.9952348,None,716.495034,716.5450269,w,0.5404236,716.495034,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,22,139,13,,,,,,,,,,,,,,,,,,,,,,,,,,,717.0610336,None,717.5604961,717.6106519,w,0.6536792,717.5604961,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,23,140,48,,,,,,,,,,,,,,,,,,,,,,,,,,,718.2430794,None,718.7431548,718.7929416,w,0.7055826,718.7431548,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,24,141,111,,,,,,,,,,,,,,,,,,,,,,,,,,,719.475441,None,719.975207,720.0250209,w,0.6064489,719.975207,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,25,142,91,,,,,,,,,,,,,,,,,,,,,,,,,,,720.6080732,None,721.1075341,721.157541,w,0.529963,721.1075341,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,26,143,31,,,,,,,,,,,,,,,,,,,,,,,,,,,721.6570146,None,722.1565554,722.2065067,w,0.704802,722.1565554,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,27,144,103,,,,,,,,,,,,,,,,,,,,,,,,,,,722.8891323,None,723.3886249,723.438677,w,0.6833441,723.3886249,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,28,145,17,,,,,,,,,,,,,,,,,,,,,,,,,,,724.1051719,None,724.6046781,724.6546463,w,0.5614969,724.6046781,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,29,146,107,,,,,,,,,,,,,,,,,,,,,,,,,,,725.1876326,None,725.6870985,725.7367426,w,4.2878879,725.6870985,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,30,147,7,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9996236,None,730.4994016,730.5492173,w,1.900789,730.4994016,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,31,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,732.4305987,None,732.9309167,732.980336,w,0.7209404,732.9309167,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,32,149,53,,,,,,,,,,,,,,,,,,,,,,,,,,,733.6797163,None,734.1794323,734.2295857,w,0.8208593,734.1794323,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,33,150,65,,,,,,,,,,,,,,,,,,,,,,,,,,,735.0287833,None,735.5283895,735.5782157,w,1.5820214,735.5283895,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,34,151,12,,,,,,,,,,,,,,,,,,,,,,,,,,,737.1268027,None,737.6263708,737.6761953,w,0.9018453,737.6263708,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,35,152,43,,,,,,,,,,,,,,,,,,,,,,,,,,,738.5589122,None,739.0584996,739.1086031,w,1.0121013,739.0584996,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
